id,split,domain,image_rel,mask_rel,source_sha256
loveda_train_rural_264,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/264.png,loveda_m2a/Train/Rural/masks_png/264.png,c44f8652c4c0a27bc1a8871ac01a4d9fba4663205f4c525a4a1b3f51f28e5567
loveda_train_rural_265,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/265.png,loveda_m2a/Train/Rural/masks_png/265.png,4370a44b79b6dfdf64316f67b7fb7c0c638dbec9eb448716e799f8a3596a9f80
loveda_train_rural_268,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/268.png,loveda_m2a/Train/Rural/masks_png/268.png,60b7bd18f04641b72e45fc0d682a403994f915f3bb0b5a5964c9b17b08030067
loveda_train_rural_27,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/27.png,loveda_m2a/Train/Rural/masks_png/27.png,ae663754092d9e8685d1a00a3beb0b38044e901d5fa13ee2142770727f599d16
loveda_train_rural_270,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/270.png,loveda_m2a/Train/Rural/masks_png/270.png,94a496cdc114c542caa74cef4e6be9758f0f74793317c68b74ee617a759adcb0
loveda_train_rural_271,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/271.png,loveda_m2a/Train/Rural/masks_png/271.png,713d492374956815aac9395844c3b2c9709f99a392d0e69b3f5ac454ef094875
loveda_train_rural_272,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/272.png,loveda_m2a/Train/Rural/masks_png/272.png,413035113e1ca0f67b2f8fdcf7ce756b8eb008b6e42a29138ad14bf7d4200cd8
loveda_train_rural_274,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/274.png,loveda_m2a/Train/Rural/masks_png/274.png,dc0300ccb033623233d1d3d04cb616ea69d53cc97fa82da1613089f1bcbb259c
loveda_train_rural_276,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/276.png,loveda_m2a/Train/Rural/masks_png/276.png,b1f70f1ccace2a0953fe80327f544c2297525a5d98d93dd6c5cef530843b0253
loveda_train_rural_277,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/277.png,loveda_m2a/Train/Rural/masks_png/277.png,c8b67b46d7b89b9937d4d2123fbaa50f4fecb4e86336e1033d486df266ce8ef7
loveda_train_rural_278,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/278.png,loveda_m2a/Train/Rural/masks_png/278.png,96fe952597e684e03d215d44914aaeb125cdeb78f8bcaa41e8af091d90725d70
loveda_train_rural_279,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/279.png,loveda_m2a/Train/Rural/masks_png/279.png,bb2ad6e80380d06fa14aba9be8b91f73b80d4bdcd961b808cb2e216ccd4a3abb
loveda_train_rural_28,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/28.png,loveda_m2a/Train/Rural/masks_png/28.png,ebcfdb4708558e218d6b7d53cde4e1a32aa9c442c194f0e9cdbdf6545f7f8d0d
loveda_train_rural_280,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/280.png,loveda_m2a/Train/Rural/masks_png/280.png,4300d706ece4a300d74ed110f184eebb1679bd1e030e86a2d58d4a457d08b123
loveda_train_rural_281,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/281.png,loveda_m2a/Train/Rural/masks_png/281.png,0f18c23e6de8b3819d12277fd935091327af6ac2bf115716ffe4328f19a67a62
loveda_train_rural_282,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/282.png,loveda_m2a/Train/Rural/masks_png/282.png,483938fbbbe553df79a2a72145205c5bf1a01863c7fc23904a5f66e7375ffb5f
loveda_train_rural_283,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/283.png,loveda_m2a/Train/Rural/masks_png/283.png,86b863de40d361bc70b4916ae736d7f15cb65e7eebdc99c52f1602916f578b8c
loveda_train_rural_284,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/284.png,loveda_m2a/Train/Rural/masks_png/284.png,a68b82aee68f5c1a8bd748947553c009b9618c57b7f2fedebf2bc715ba5ef5ac
loveda_train_rural_285,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/285.png,loveda_m2a/Train/Rural/masks_png/285.png,7b2d84a609f0d206f70a7c3ea3103bbb9ca2419ed5fafd6b9040a2ee3fffc64f
loveda_train_rural_286,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/286.png,loveda_m2a/Train/Rural/masks_png/286.png,38eb0226cb15bef2ee55423364d8d08cc9bc76ed2aff0f9742631b797b8aed42
loveda_train_rural_287,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/287.png,loveda_m2a/Train/Rural/masks_png/287.png,ec6afa34f65195d58262dc5df60ba13091c1feebf5a467a6b427d4c4af3b44e5
loveda_train_rural_289,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/289.png,loveda_m2a/Train/Rural/masks_png/289.png,4399984d496ca1733dfb757c35b58075b47e9fecf065be37f01cc0019ab0840a
loveda_train_rural_29,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/29.png,loveda_m2a/Train/Rural/masks_png/29.png,2bbd00cf748f86bba150bc1fb2ab057481b47322bd8ab3ac7f83dae9679104c5
loveda_train_rural_290,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/290.png,loveda_m2a/Train/Rural/masks_png/290.png,f56e0e461b7ee4c4ffce3aeb0d9243d5abe48b8658a13fe933c16ac4bef9274d
loveda_train_rural_293,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/293.png,loveda_m2a/Train/Rural/masks_png/293.png,ae04452087cd9802685196b440af91976d8dc24daf25b2f243e4cd352a3eba75
loveda_train_rural_294,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/294.png,loveda_m2a/Train/Rural/masks_png/294.png,5b9d9e054d82e966497eed58664b99ee3277bb149c8c616e96864d3001728fcd
loveda_train_rural_295,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/295.png,loveda_m2a/Train/Rural/masks_png/295.png,f10e69212bc3ea903a13268aacc56b9ee58a86abf5d118e4c610a595d1e8388a
loveda_train_rural_296,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/296.png,loveda_m2a/Train/Rural/masks_png/296.png,fd1146fe752d1f7914d4b4755eea4124a20341bae3853d8bddcc8171475634a7
loveda_train_rural_297,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/297.png,loveda_m2a/Train/Rural/masks_png/297.png,418cb0f0e613f50774e3022bffef47ef4ea40cae82045babd36c0c19755ab0cf
loveda_train_rural_298,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/298.png,loveda_m2a/Train/Rural/masks_png/298.png,3076df761eaed31b5c4e8e9e00b68bd012c7ae0b0492f787e4aa3e63c0baa8a7
loveda_train_rural_299,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/299.png,loveda_m2a/Train/Rural/masks_png/299.png,d744d9a63026587047ee83dcbb770d5817c56b38fb661187ad016258af072c24
loveda_train_rural_30,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/30.png,loveda_m2a/Train/Rural/masks_png/30.png,e1eb46b62e683f7dbfee651647e393936d9550c1f945c064f7fd0a7623577000
loveda_train_rural_300,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/300.png,loveda_m2a/Train/Rural/masks_png/300.png,adc712d705b1cc88fec33a75eb61d27ff52bd8fb5309b3305d44cf1494da49c5
loveda_train_rural_301,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/301.png,loveda_m2a/Train/Rural/masks_png/301.png,2ba88583b180e98fd46db68b39e9ace6840536f28344ed6aa433a7e18f507dec
loveda_train_rural_302,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/302.png,loveda_m2a/Train/Rural/masks_png/302.png,62a8c95cdd0b48bbb4a66633a5ed62e44ccb8801e143e9a4efaf112cc835d42c
loveda_train_rural_303,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/303.png,loveda_m2a/Train/Rural/masks_png/303.png,381f6aa866ba5a84e042e8c24373ff52a1bc725261d301d3e51dc8bf9f88a9b4
loveda_train_rural_304,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/304.png,loveda_m2a/Train/Rural/masks_png/304.png,29245d53c8e007a578a23f7d103afa431bbd681c4d6c03952901ada5c9593e27
loveda_train_rural_305,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/305.png,loveda_m2a/Train/Rural/masks_png/305.png,809205854a5b184277374a4e41075eaf251ae2571e4b4d2f907658f322f47c78
loveda_train_rural_306,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/306.png,loveda_m2a/Train/Rural/masks_png/306.png,06fb58e3e5018c18b6b592f625bd27f13256c2582266932458d2d8129ac40a35
loveda_train_rural_308,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/308.png,loveda_m2a/Train/Rural/masks_png/308.png,0b2167f13c2594a3ab8d339e4b4ad25cd2876115942f736dde4e00f19970b206
loveda_train_rural_309,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/309.png,loveda_m2a/Train/Rural/masks_png/309.png,4d3f570659a74d868b0ad92ee1151e96daffb4c0057b35ff305da047ffd070cb
loveda_train_rural_31,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/31.png,loveda_m2a/Train/Rural/masks_png/31.png,527caa292028e5f72536651b62601c0b1cbe5031b715370f2b63350c07963ebb
loveda_train_rural_310,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/310.png,loveda_m2a/Train/Rural/masks_png/310.png,14c565d9fd4b32ce0cbdb916e390ff10ecbda241d015434c057215738f770e17
loveda_train_rural_311,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/311.png,loveda_m2a/Train/Rural/masks_png/311.png,f3bd163ad8c368a6f29f31f26ebeebecf46819fc572f1ed3631bbeb7a2e4a9ff
loveda_train_rural_312,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/312.png,loveda_m2a/Train/Rural/masks_png/312.png,97a150e978ce6a8b036cfe32fbea0e46ae1110bc479bc8d46942a1604e201e40
loveda_train_rural_313,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/313.png,loveda_m2a/Train/Rural/masks_png/313.png,ae1c629bfcffb8e685d48051d3b91863de6319d4309a2149637f9aa04938dcda
loveda_train_rural_314,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/314.png,loveda_m2a/Train/Rural/masks_png/314.png,ca4333a71295dccb633227df69a2742f64b726591aec4cc810fbc86818ee662d
loveda_train_rural_315,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/315.png,loveda_m2a/Train/Rural/masks_png/315.png,ea7de27434c8a07fce3bd1a10e8d19e08e24a794939e801d6eb962609ca5957b
loveda_train_rural_317,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/317.png,loveda_m2a/Train/Rural/masks_png/317.png,c4bf73465dc9528d4f933746b7d4a0c90d8a6b5b04edbe92bb6d7b4d4f44c535
loveda_train_rural_318,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/318.png,loveda_m2a/Train/Rural/masks_png/318.png,9fe243bab9d39c30761a17588b318157051d4b57a2bd28201af531a03d6ceace
loveda_train_rural_319,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/319.png,loveda_m2a/Train/Rural/masks_png/319.png,391d4f6444d676a82ca1aca1261507f25e11188b7067aa1649bc53a38d26f5b2
loveda_train_rural_32,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/32.png,loveda_m2a/Train/Rural/masks_png/32.png,d0818f76b1c089227b46f2c6eda1aba25a9df6cd4a41364944748d84d87550c6
loveda_train_rural_320,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/320.png,loveda_m2a/Train/Rural/masks_png/320.png,2c8caad325792b63816f2ac0b6ff2ee069d1a49ab8a8ac577225f3f57ed5867d
loveda_train_rural_321,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/321.png,loveda_m2a/Train/Rural/masks_png/321.png,b18f913616d036a41b6133072b17bdcef820567368307256cfeb6ac0c7b07583
loveda_train_rural_323,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/323.png,loveda_m2a/Train/Rural/masks_png/323.png,30e923fc4eafbebe0e808bf89c1215c78631467a0189fc5de0e3a30a1721b5f1
loveda_train_rural_324,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/324.png,loveda_m2a/Train/Rural/masks_png/324.png,a24b936eff603d18843d0bf1234c76b44410d03b5d66d4d23ba857e1ad667fd0
loveda_train_rural_326,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/326.png,loveda_m2a/Train/Rural/masks_png/326.png,b47f18499df66fa658552b550deb2d9f6fb7ce5698a033d3929133d0c8ea9b4e
loveda_train_rural_328,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/328.png,loveda_m2a/Train/Rural/masks_png/328.png,b15c8fae7ef1f1a662aab79715db02d53c2c818c695b89645e18b35f5e486758
loveda_train_rural_329,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/329.png,loveda_m2a/Train/Rural/masks_png/329.png,04485b256b2e4b1f51aaba06cd9f85b13f781798bf02a50e54ec00706d2e6df3
loveda_train_rural_33,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/33.png,loveda_m2a/Train/Rural/masks_png/33.png,7042e0d2036a083785ec2c9cf1beb92fd422204466ea32a2c2094c53a7535d29
loveda_train_rural_330,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/330.png,loveda_m2a/Train/Rural/masks_png/330.png,247a4a9963233b1fbaf5495e7ce619143f12dd6d27e486185222abb48a1eaffd
loveda_train_rural_332,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/332.png,loveda_m2a/Train/Rural/masks_png/332.png,ad547be7c75f4dd2e4ca2431777fab999fcc864b0e5eb4dbc1394d373f88d150
loveda_train_rural_333,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/333.png,loveda_m2a/Train/Rural/masks_png/333.png,133f220f1b2a31cadcd0e7cb916a44900aecafd8042e74081ccf6394f627d882
loveda_train_rural_335,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/335.png,loveda_m2a/Train/Rural/masks_png/335.png,f936e9c824ef581c854898f51982179e1852d0f9aaeb0973e82e80396652971a
loveda_train_rural_336,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/336.png,loveda_m2a/Train/Rural/masks_png/336.png,e26bd923c2de5bc0e27586235cac159685862fda6b6a3d0f6a13b53c04489533
loveda_train_rural_337,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/337.png,loveda_m2a/Train/Rural/masks_png/337.png,9eacf07c6fef71ec1c259bb4151e11a99ef6c57730694e971c4e75105aedba79
loveda_train_rural_338,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/338.png,loveda_m2a/Train/Rural/masks_png/338.png,e33635158c154d8bb09628f62001a20a909c61515176895cd5bf9f9c414af3e5
loveda_train_rural_339,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/339.png,loveda_m2a/Train/Rural/masks_png/339.png,a18e88591892e146ef48d296bfe81dbfaa7bb18f1e49310a12e176cf3da79940
loveda_train_rural_34,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/34.png,loveda_m2a/Train/Rural/masks_png/34.png,342c1a1292b4e4151c845f59ff2ab2947887931d774a427297f4bbe4ac771182
loveda_train_rural_341,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/341.png,loveda_m2a/Train/Rural/masks_png/341.png,50b79d3cf2a1abd9ed0015f21c1b46e0dc884041fc014e559dcf810f23499c0c
loveda_train_rural_342,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/342.png,loveda_m2a/Train/Rural/masks_png/342.png,5885b314b73e9b78b6bb9f7f668455da9160ceb354e7fa84e4151a17f95e36f2
loveda_train_rural_343,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/343.png,loveda_m2a/Train/Rural/masks_png/343.png,2f2bd0bdea78ef15a6c992e35c751c32d16bbf8b7e4e560e0d5d453ef87cf1a9
loveda_train_rural_344,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/344.png,loveda_m2a/Train/Rural/masks_png/344.png,93b88a6d09871d3f1cdfbdaf1eed3c831a1cd14ba528655184ea2cc84ef19041
loveda_train_rural_347,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/347.png,loveda_m2a/Train/Rural/masks_png/347.png,4ec8dd22a51ac6be9d22bb3ad18abd24c8d9fc02a980b7455b0e9fca29d5ba8e
loveda_train_rural_349,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/349.png,loveda_m2a/Train/Rural/masks_png/349.png,09a86d45a297680158543160c30f2c9275f12bf59ff86c892ceb22ea067337cb
loveda_train_rural_35,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/35.png,loveda_m2a/Train/Rural/masks_png/35.png,98f6d96fb28cd4940335aa5eaa427c7f71ec45e10dd6ce738544e91323bcd1ea
loveda_train_rural_350,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/350.png,loveda_m2a/Train/Rural/masks_png/350.png,2e65d277d70f5c369fddfc40799319a8fb84cba7f5120b6ab9ec6d63a0583ddb
loveda_train_rural_351,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/351.png,loveda_m2a/Train/Rural/masks_png/351.png,0696e884eefc4fbbfb5493d58c8a305abfaa04a28f83d268a2f789a3dd63972e
loveda_train_rural_352,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/352.png,loveda_m2a/Train/Rural/masks_png/352.png,f25bfbb69ded8b3afc1013d373ce140b21e12f6ec68afd1d9fa9d8fe7e74a843
loveda_train_rural_353,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/353.png,loveda_m2a/Train/Rural/masks_png/353.png,835da06ed9b4fd1d397793ba28004664bacb39db40c516530a60f8b786c17fb8
loveda_train_rural_356,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/356.png,loveda_m2a/Train/Rural/masks_png/356.png,f137ba28afd2a49ad5fcc165b1bc265ad111b8e5aabba82d3118320616718982
loveda_train_rural_357,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/357.png,loveda_m2a/Train/Rural/masks_png/357.png,89471956d0a053fc9c4b1e703207332665b392c2f28467ae0a7270e7128183fe
loveda_train_rural_358,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/358.png,loveda_m2a/Train/Rural/masks_png/358.png,ed2f43a5049b29fa0b51177c0f5fc4b2bb9403a34f1027040db187189523c8e7
loveda_train_rural_359,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/359.png,loveda_m2a/Train/Rural/masks_png/359.png,9fc588fb56e70edce54257ca61f5a2c6efebe01646bd02ef7f7a584edffd8bf6
loveda_train_rural_36,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/36.png,loveda_m2a/Train/Rural/masks_png/36.png,1a0edf337299f821da48c56c0b9872312ab3b390b2d46dff543983cf362f38b9
loveda_train_rural_364,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/364.png,loveda_m2a/Train/Rural/masks_png/364.png,4d9f6e098d2d5475cb844b4a50eb12f4608a525d15f3ec7e10567ebc07062b31
loveda_train_rural_365,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/365.png,loveda_m2a/Train/Rural/masks_png/365.png,184c3d670426a3729931ee91d9b6b0ba8849d49cc433c20a8ff4cf8191c0e4f8
loveda_train_rural_366,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/366.png,loveda_m2a/Train/Rural/masks_png/366.png,c6cabf827af943cd903de01167170253264008876c52348605beb395d6544367
loveda_train_rural_367,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/367.png,loveda_m2a/Train/Rural/masks_png/367.png,8ada07699f276d5591cab6d356af56747cd866c6972fd3783ef859bbe15fd819
loveda_train_rural_368,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/368.png,loveda_m2a/Train/Rural/masks_png/368.png,b3560832d308ee3d01ea57bb0fa75d568027f4383f81b094cbadd998558802bc
loveda_train_rural_369,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/369.png,loveda_m2a/Train/Rural/masks_png/369.png,a7a35652be8849d1e65766a07007920df8f1c0b8876af6b465ef0f9462ae3334
loveda_train_rural_37,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/37.png,loveda_m2a/Train/Rural/masks_png/37.png,a988a186eafcee09a46e048e93e9057eeb95c01159bc395cfd28afe2c6b9eeb5
loveda_train_rural_371,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/371.png,loveda_m2a/Train/Rural/masks_png/371.png,712b0f96701a54d3c902bb3402f7482174eaaf84abe7efd22eef74572ec8e19f
loveda_train_rural_372,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/372.png,loveda_m2a/Train/Rural/masks_png/372.png,60ae69be9c5b5f68794499a4397391e104cf1116321bb7a1ab0cd3a2d4e12dfb
loveda_train_rural_373,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/373.png,loveda_m2a/Train/Rural/masks_png/373.png,939f51c844dcc6c5dc49b800424d46ea64e0d7643ee3be2d2b23c6e6214fdbf8
loveda_train_rural_375,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/375.png,loveda_m2a/Train/Rural/masks_png/375.png,27039f8d88420a056c742b7bfe5c38d0e67b7ccc3d98086aede84f8fde1a5149
loveda_train_rural_376,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/376.png,loveda_m2a/Train/Rural/masks_png/376.png,b3e9dd2df7aae738f31026c10ecf2a7c0ea8cfdf2c04490fa6d28d348bd9bc44
loveda_train_rural_378,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/378.png,loveda_m2a/Train/Rural/masks_png/378.png,127bbe3321dfe2a227912497b2c3714153351105c76ca712ede44244d16036ad
loveda_train_rural_379,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/379.png,loveda_m2a/Train/Rural/masks_png/379.png,e75d05879aa18ae81cb47b7fde61fe35d4e778eaa06b763f3300a93650e41d3a
loveda_train_rural_38,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/38.png,loveda_m2a/Train/Rural/masks_png/38.png,6657e29bf7378f14db0d890771f6b6eb6b54d5e0725e1daf7905dc26dbc495a8
loveda_train_rural_381,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/381.png,loveda_m2a/Train/Rural/masks_png/381.png,8e61dc6eec13bb348aa2552e6823b5eb93cb65931d8c9829548578968050bdda
loveda_train_rural_382,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/382.png,loveda_m2a/Train/Rural/masks_png/382.png,68261bf82efa2e98502507c01fd46f63cd0c0b4b6a13157deeb36f5ac5732b25
loveda_train_rural_383,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/383.png,loveda_m2a/Train/Rural/masks_png/383.png,eb96053b13f2742e8da0a72e4f4705ed078272bfc8911812f85dfe3cd6a1ace7
loveda_train_rural_384,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/384.png,loveda_m2a/Train/Rural/masks_png/384.png,bc7e9fd79d4dd572df036a1c68bec5b0e2e9102674b4d4155a14e05727c14264
loveda_train_rural_385,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/385.png,loveda_m2a/Train/Rural/masks_png/385.png,8eab648c7861fd11986504bfc391a388a34af310d2081057350c43bad748a89f
loveda_train_rural_386,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/386.png,loveda_m2a/Train/Rural/masks_png/386.png,1efc76b53f562c590c04567cb560eb235525c6c88952997cce7b279b546d02ca
loveda_train_rural_387,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/387.png,loveda_m2a/Train/Rural/masks_png/387.png,70c9fe1a9d12dfc05dc020cb0c59793c537f7a86c7ff13db1d5073e034bb6901
loveda_train_rural_388,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/388.png,loveda_m2a/Train/Rural/masks_png/388.png,3ee5ddd92904dcd8c1aba4b97b18433266304e390e3944e87ec8d6885d7bc69d
loveda_train_rural_389,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/389.png,loveda_m2a/Train/Rural/masks_png/389.png,782c2665645c9917f695822ddd972377fff2bc62087b3c5d118101320e186753
loveda_train_rural_39,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/39.png,loveda_m2a/Train/Rural/masks_png/39.png,2e5cf1cf43050396864ac8d218ec29f92826e72d5c9732abe75e1f8bb8685b1f
loveda_train_rural_390,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/390.png,loveda_m2a/Train/Rural/masks_png/390.png,1ca11694c63d3d7d1e44b674149b96f7a0fd104283ecfccd5d621a6bc4b45291
loveda_train_rural_391,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/391.png,loveda_m2a/Train/Rural/masks_png/391.png,cd38be21f3b91c1e8e66c8ed355a4190957e6791c7697401e30dcd0c9b036c38
loveda_train_rural_393,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/393.png,loveda_m2a/Train/Rural/masks_png/393.png,002f326b318ce51d925e698219b9de51159b6864a43ded67b107ba8d98634177
loveda_train_rural_394,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/394.png,loveda_m2a/Train/Rural/masks_png/394.png,963c3d2ad87a4295a72b1f224524bb2722ee484b3e1ecec9a19039083ca4c8fc
loveda_train_rural_395,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/395.png,loveda_m2a/Train/Rural/masks_png/395.png,e9e7d2055cacec55d20c2d59a9b974c4002939168cf9554db69891b2b7489a72
loveda_train_rural_396,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/396.png,loveda_m2a/Train/Rural/masks_png/396.png,2e3779258aa5d5552a69acb173cb23597a0d6635547a5475cdfb89f6c61150e9
loveda_train_rural_398,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/398.png,loveda_m2a/Train/Rural/masks_png/398.png,0069269f66347393bffee13b8b2aa32bb91fa7242813f8d6b0b9d71cbcda345a
loveda_train_rural_40,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/40.png,loveda_m2a/Train/Rural/masks_png/40.png,350d1c3288dbc754f41d69ad4ca9f57bdafb5aadfc26dbfdec73ae739b18d24f
loveda_train_rural_400,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/400.png,loveda_m2a/Train/Rural/masks_png/400.png,361e71435209beb0893f960a85b4c1fbe8c8140a0d5f5eeaf8b5e80b6a69d294
loveda_train_rural_401,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/401.png,loveda_m2a/Train/Rural/masks_png/401.png,92903ad21fde8add6341fd175c815978f5ef0e92eea8050138f7ea9034e9a433
loveda_train_rural_402,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/402.png,loveda_m2a/Train/Rural/masks_png/402.png,1b4814a2812a5d905fa94e50c7c01b18b3a7ec4ea4bb3f71773e76c0421ca485
loveda_train_rural_403,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/403.png,loveda_m2a/Train/Rural/masks_png/403.png,ea58a42a5c92b2334d49f328ce1f60037fcb515e600c4c1358511b34f653cf56
loveda_train_rural_404,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/404.png,loveda_m2a/Train/Rural/masks_png/404.png,36b447b2aca9e6430ecf82fd77c69aa6e3c56ec3096c4b740bc45b742c745118
loveda_train_rural_406,probe_train,rural,processed/LoveDA/ssl_train_rgb/rural/406.png,loveda_m2a/Train/Rural/masks_png/406.png,b459a69332ccb13cb4a00d76a1d5cc8a6155bf9627b2c99f37a494894b819eb3
